1,Agent9,300.0,165.0,7.4285717,0.45,1.0
2,Agent9,290.0,148.25,7.4285717,0.4887931,1.0
3,Agent9,288.0,148.0,7.4285717,0.4861111,1.0
4,Agent9,274.0,274.0,7.4285717,0.0,0.0
5,Agent9,285.0,151.0,7.4285717,0.47017545,1.0
6,Agent9,298.0,298.0,7.4285717,0.0,0.0
7,Agent9,281.0,281.0,7.4285717,0.0,0.0
8,Agent9,292.0,160.0,7.4285717,0.4520548,1.0
9,Agent9,275.0,155.5,7.4285717,0.43454546,1.0
10,Agent9,287.0,145.25,7.4285717,0.49390244,1.0
11,Agent9,273.0,273.0,7.4285717,0.0,0.0
12,Agent9,296.0,146.66666,7.4285717,0.50450456,1.0
13,Agent9,298.0,170.0,7.4285717,0.4295302,1.0
14,Agent9,275.0,135.0,7.4285717,0.5090909,1.0
15,Agent9,297.0,297.0,7.4285717,0.0,0.0
16,Agent9,290.0,290.0,7.4285717,0.0,0.0
17,Agent9,285.0,156.0,7.4285717,0.4526316,1.0
18,Agent9,297.0,297.0,7.4285717,0.0,0.0
19,Agent9,297.0,153.0,7.4285717,0.4848485,1.0
20,Agent9,287.0,157.00002,7.4285717,0.45296162,1.0
21,Agent9,288.0,154.0476,7.4285717,0.46511248,1.0
22,Agent9,277.0,142.00002,7.4285717,0.48736456,1.0
23,Agent9,294.0,294.0,7.4285717,0.0,0.0
24,Agent9,295.0,168.0,7.4285717,0.43050846,1.0
25,Agent9,296.0,157.14285,7.4285717,0.46911198,1.0
26,Agent9,287.0,148.14285,7.4285717,0.48382282,1.0
27,Agent9,274.0,155.0,7.4285717,0.43430656,1.0
28,Agent9,287.0,145.25,7.4285717,0.49390244,1.0
29,Agent9,303.0,303.0,7.4285717,0.0,0.0
30,Agent9,310.0,310.0,7.4285717,0.0,0.0
31,Agent9,280.0,130.66666,7.4285717,0.53333336,1.0
32,Agent9,291.0,291.0,7.4285717,0.0,0.0
33,Agent9,299.0,153.28572,7.4285717,0.48733872,1.0
34,Agent9,288.0,145.875,7.4285717,0.4934896,1.0
35,Agent9,290.0,151.14285,7.4285717,0.47881776,1.0
