Exp, Rnd, InitialSteps, FinalSteps, nbrV, nbrAg, dependanceDistance, T (ms), Total ag Utility Time, Util consumed T (ms), Time exhaustif search, difference in time 
  1,   1,        320.0,       15.0,    7,     3,              192.0,  160.0,               0.03745,   0.5242999999999999,   11.983999999999998,            -148.5403
  1,   2,        320.0,       15.0,    7,     3,              192.0,  354.0,                0.0529,   0.7406000000000004,               16.928,            -337.8126
  1,   3,        320.0,       15.0,    7,     3,              192.0,  296.0,  0.033350000000000005,  0.46689999999999965,               10.672,            -285.7949
  1,   4,        320.0,       15.0,    7,     3,              192.0,  135.0,  0.049100000000000005,   0.6873999999999999,   15.712000000000002,            -119.9754
  1,   5,        320.0,       15.0,    7,     3,              192.0,  124.0,                0.0271,               0.3794,                8.672,            -115.7074
  1,   6,        320.0,       15.0,    7,     3,              192.0,  180.0,                0.0383,               0.5362,               12.256,            -168.2802
  1,   7,        320.0,       15.0,    7,     3,              192.0,  339.0,               0.05465,   0.7651000000000003,               17.488,            -322.2771
  1,   8,        320.0,       15.0,    7,     3,              192.0,  194.0,               0.03375,  0.47250000000000003,                 10.8,  -183.67249999999999
  1,   9,        320.0,       15.0,    7,     3,              192.0,  295.0,               0.03965,   0.5551000000000001,   12.687999999999999,            -282.8671
