  7,   2,          4.0,        4.0,    2,     2,              120.0,   31.0,               0.05015,              0.15045,               0.2006,  -30.949849999999998
  7,   3,          4.0,        4.0,    2,     2,              120.0,   54.0,               0.04155,              0.12465,               0.1662,            -53.95845
  7,   4,          4.0,        4.0,    2,     2,              120.0,   26.0,                0.0199,               0.0597,               0.0796,             -25.9801
  7,   5,          4.0,        4.0,    2,     2,              120.0,   15.0,               0.05245,              0.15735,               0.2098,            -14.94755
  7,   6,          4.0,        4.0,    2,     2,              120.0,    2.0,  0.045200000000000004,               0.1356,  0.18080000000000002,              -1.9548
  7,   7,          4.0,        4.0,    2,     2,              120.0,    2.0,  0.043699999999999996,  0.13110000000000002,  0.17479999999999998,              -1.9563
  7,   8,          4.0,        4.0,    2,     2,              120.0,   28.0,                0.0437,               0.1311,               0.1748,             -27.9563
  7,   9,          4.0,        4.0,    2,     2,              120.0,   31.0,  0.025949999999999997,              0.07785,  0.10379999999999999,  -30.974050000000002
  7,  10,          4.0,        4.0,    2,     2,              120.0,    3.0,               0.03205,              0.09615,               0.1282,             -2.96795
  7,  11,          4.0,        4.0,    2,     2,              120.0,   23.0,  0.029400000000000003,               0.0882,  0.11760000000000001,             -22.9706
  7,  12,          4.0,        4.0,    2,     2,              120.0,   30.0,  0.038349999999999995,  0.11504999999999999,  0.15339999999999998,            -29.96165
  7,  13,          4.0,        4.0,    2,     2,              120.0,   22.0,                 0.038,                0.114,                0.152,              -21.962
  7,  14,          4.0,        4.0,    2,     2,              120.0,   18.0,                0.0362,  0.10860000000000002,               0.1448,             -17.9638
  7,  15,          4.0,        4.0,    2,     2,              120.0,   13.0,               0.05205,              0.15615,               0.2082,            -12.94795
  7,  16,          4.0,        4.0,    2,     2,              120.0,   12.0,               0.04965,              0.14895,               0.1986,  -11.950349999999998
  7,  17,          4.0,        4.0,    2,     2,              120.0,   11.0,               0.02715,              0.08145,               0.1086,  -10.972850000000001
  7,  18,          4.0,        4.0,    2,     2,              120.0,    1.0,               0.04135,              0.12405,               0.1654,             -0.95865
  7,  19,          4.0,        4.0,    2,     2,              120.0,   12.0,                0.0435,               0.1305,                0.174,             -11.9565
  7,  20,          4.0,        4.0,    2,     2,              120.0,   15.0,                0.0242,               0.0726,               0.0968,             -14.9758
  7,  21,          4.0,        4.0,    2,     2,              120.0,    9.0,  0.045899999999999996,               0.1377,  0.18359999999999999,              -8.9541
  7,  22,          4.0,        4.0,    2,     2,              120.0,    9.0,  0.045399999999999996,               0.1362,  0.18159999999999998,   -8.954600000000001
