1,Agent8,291.0,192.43626,16.060455,0.338707,1.0
2,Agent8,291.0,175.09525,16.060453,0.3982981,1.0
3,Agent8,288.0,186.0,16.060453,0.35416666,1.0
4,Agent8,286.0,144.625,16.060455,0.4943182,1.0
5,Agent8,297.0,153.36667,16.060455,0.4836139,1.0
6,Agent8,310.0,166.2,16.060455,0.46387097,1.0
7,Agent8,299.0,299.0,16.060455,0.0,0.0
8,Agent8,299.0,166.66666,16.060455,0.44258642,1.0
9,Agent8,279.0,180.58333,16.060455,0.35274792,1.0
10,Agent8,295.0,155.66667,16.060455,0.47231635,1.0
11,Agent8,312.0,179.51959,16.060455,0.4246167,1.0
12,Agent8,298.0,154.75,16.060453,0.4807047,1.0
13,Agent8,286.0,143.5,16.060453,0.49825174,1.0
14,Agent8,269.0,124.12857,16.060455,0.5385555,1.0
15,Agent8,312.0,195.42857,16.060455,0.37362638,1.0
16,Agent8,285.0,193.60294,16.060453,0.32069147,1.0
17,Agent8,320.0,172.42857,16.060455,0.46116072,1.0
18,Agent8,290.0,147.09091,16.060455,0.49278995,1.0
19,Agent8,299.0,156.35294,16.060453,0.4770805,1.0
20,Agent8,302.0,162.35294,16.060455,0.4624075,1.0
21,Agent8,306.0,191.625,16.060455,0.3737745,1.0
22,Agent8,312.0,167.12857,16.060455,0.4643315,1.0
23,Agent8,280.0,144.09091,16.060453,0.4853896,1.0
24,Agent8,284.0,153.16666,16.060455,0.46068078,1.0
25,Agent8,293.0,191.0,16.060453,0.34812286,1.0
26,Agent8,285.0,141.05295,16.060455,0.50507736,1.0
27,Agent8,284.0,148.35294,16.060453,0.4776305,1.0
28,Agent8,288.0,144.94385,16.060453,0.49672276,1.0
29,Agent8,300.0,154.325,16.060455,0.48558334,1.0
30,Agent8,287.0,138.31128,16.060455,0.51807916,1.0

