1,Agent9,256.0,150.25,3.949471,0.41308594,1.0
2,Agent9,218.0,113.96429,3.949471,0.47722805,1.0
3,Agent9,258.0,153.25,3.949471,0.40600777,1.0
4,Agent9,250.0,145.25,3.949471,0.419,1.0
5,Agent9,253.0,171.0,3.949471,0.3241107,1.0
6,Agent9,215.0,122.5,3.949471,0.43023255,1.0
7,Agent9,222.0,142.83333,3.949471,0.35660663,1.0
8,Agent9,255.0,164.16667,3.949471,0.35620913,1.0
9,Agent9,231.0,125.25,3.949471,0.45779222,1.0
10,Agent9,219.0,126.5,3.949471,0.42237443,1.0
11,Agent9,216.0,124.0,3.949471,0.42592594,1.0
12,Agent9,236.0,133.91667,3.949471,0.43255648,1.0
13,Agent9,236.0,131.25,3.949471,0.44385594,1.0
14,Agent9,263.0,159.25,3.949471,0.3944867,1.0
15,Agent9,229.0,125.25,3.949471,0.45305678,1.0
16,Agent9,236.0,163.5,3.949471,0.30720338,1.0
17,Agent9,229.0,124.25,3.949471,0.45742357,1.0
18,Agent9,243.0,159.66666,3.949471,0.34293556,1.0
19,Agent9,219.0,115.91667,3.949471,0.47070011,1.0
20,Agent9,229.0,136.77777,3.949471,0.40271714,1.0
21,Agent9,225.0,133.2143,3.949471,0.40793648,1.0
22,Agent9,214.0,151.5,3.949471,0.29205608,1.0
23,Agent9,239.0,164.8,3.949471,0.31046024,1.0
24,Agent9,215.0,137.5,3.949471,0.3604651,1.0
25,Agent9,234.0,129.9643,3.949471,0.44459704,1.0
26,Agent9,233.0,134.9643,3.949471,0.4207541,1.0
27,Agent9,212.0,107.25,3.949471,0.49410376,1.0
28,Agent9,233.0,138.7143,3.949471,0.4046597,1.0
29,Agent9,225.0,125.91667,3.949471,0.44037035,1.0
30,Agent9,234.0,136.38095,3.949471,0.4171754,1.0

